id,COND,LAT,LON,ALT,AX,AY,AZ,GX,GY,GZ,Y,M,D,H,MIN,SEC,CH,VOL,CUR,SPD,ODO,BRK,ACC,AUT,ECO,AIR
3006300000,3,-21.79894066,-46.58333206,0,307,263,2209,-49,-65,36,0,0,24,0,0,0,73.5,14,-2,10,25896.2,0,0,194,0,0
3080400000,3,-21.87881088,-46.68333435,0,435,444,2562,-37,-50,6,0,0,24,0,0,0,65.5,9,-21,64,25917.7,0,0,147,0,2
6005000273,6,-21.79880524,46,0.8,54,678,1989,-16,-30,-38,0,5,1,13,27,0,99.5,6,2,33,26124.5,6,0,272,0,0
2069400082,2,-21.86029243,46,0.6,321,639,2007,28,20,-16,0,6,46,12,8,0,91,25,-16,93,25839.2,0,0,241,0,0
6019700002,6,21,263,0,-88,921,1890,6,-8,-9,0,8,5,12,0,0,98.5,5,7,3,26126.4,0,26,270,0,0
1077300001,1,-21.84488487,-46.66666794,0,-69,799,2018,-1,-41,-39,23,10,23,1,0,0,91,0,-12,43,25761.3,0,0,214,0,2
1272200001,1,-21.78081512,-46.58333206,0,142,909,1964,53,-24,-79,23,10,23,1,0,0,66.5,4,6,52,25817.8,0,8,149,0,2
9000022542,9,-21.79971313,-46.58333206,1328.7,703,630,1870,-5,-6,0,23,10,23,12,54,22,94,2,-1,0,25656,0,0,251,0,0
9000124542,9,-21.79971504,-46.58333206,1328.7,712,631,1867,-4,-6,1,23,10,23,12,54,24,94,2,-1,0,25656,0,0,251,0,0
9000225542,9,-21.79971504,-46.58333206,1328.7,686,627,1864,-7,-9,0,23,10,23,12,54,25,94,2,-1,0,25656,0,0,251,0,0
9000327542,9,-21.79971123,-46.58333206,1328.9,697,623,1855,-3,-6,0,23,10,23,12,54,27,94,2,-1,0,25656,0,0,251,0,0
9000428542,9,-21.79971123,-46.58333206,1328.9,703,641,1867,-5,-4,0,23,10,23,12,54,28,94,2,-1,0,25656,0,0,251,0,0
9000530542,9,-21.79971695,-46.58333206,1328.5,694,624,1871,-4,-8,0,23,10,23,12,54,30,94,2,-1,0,25656,0,0,251,0,0
9000631542,9,-21.79971886,-46.58333206,1328.8,707,641,1865,-6,-6,-1,23,10,23,12,54,31,94,2,-1,0,25656,0,0,251,0,0
9000733542,9,-21.79972839,-46.58333206,1329.6,693,630,1868,-5,-6,0,23,10,23,12,54,33,94,2,-1,0,25656,0,0,251,0,0
9000835542,9,-21.7997303,-46.58333206,1329.8,708,630,1863,-2,-2,-1,23,10,23,12,54,35,94,2,-1,0,25656,0,0,251,0,0
9000936542,9,-21.7997303,-46.58333206,1329.8,702,655,1818,-3,-5,4,23,10,23,12,54,36,94,2,-1,0,25656,0,0,251,0,0
9001038542,9,-21.79972839,-46.58333206,1329.8,694,633,1860,-5,-5,-1,23,10,23,12,54,38,94,2,-1,0,25656,0,0,251,0,0
9001139542,9,-21.79972839,-46.58333206,1330,432,904,1971,116,-97,-369,23,10,23,12,54,39,94,2,-1,0,25656,0,0,251,0,0
9001241542,9,-21.7997303,-46.58333206,1329.8,-23,976,1868,-3,-5,0,23,10,23,12,54,41,94,2,-1,0,25656,0,0,251,0,0
9001343542,9,-21.7997303,-46.58333206,1329.8,15,926,1889,-6,-9,3,23,10,23,12,54,43,94,2,-1,0,25656,0,0,251,0,0
9001444542,9,-21.7997303,-46.58333206,1329.8,2,967,1828,0,-7,-6,23,10,23,12,54,44,94,2,-1,0,25656,0,0,251,0,0
9001546542,9,-21.7997303,-46.58333206,1329.8,-7,946,1871,-5,-6,-2,23,10,23,12,54,46,94,2,-1,0,25656,0,0,251,0,0
9001647542,9,-21.7997303,-46.58333206,1329.8,-36,943,1846,-5,-8,-1,23,10,23,12,54,47,94,2,-1,0,25656,0,0,251,0,0
9001749542,9,-21.7997303,-46.58333206,1329.5,-21,918,1813,-8,-7,0,23,10,23,12,54,49,94,2,-1,0,25656,0,0,251,0,0
9001851542,9,-21.7997303,-46.58333206,1329.4,-9,959,1931,-4,-5,1,23,10,23,12,54,51,94,2,-1,0,25656,0,0,251,0,0
9001952542,9,-21.7997303,-46.58333206,1329.4,-39,875,1935,-40,31,48,23,10,23,12,54,52,94,2,-1,0,25656,0,0,251,0,0
9002054542,9,-21.7997303,-46.58333206,1329.4,-9,928,1884,-3,-5,0,23,10,23,12,54,54,94,2,-1,0,25656,0,0,251,0,0
9002155542,9,-21.7997303,-46.58333206,1329.4,7,940,1895,-4,-5,-1,23,10,23,12,54,55,94,2,-1,0,25656,0,0,251,0,0
9002257542,9,-21.7997303,-46.58333206,1329,-2,921,1886,-5,-8,-1,23,10,23,12,54,57,94,2,-1,0,25656,0,0,251,0,0
9002301552,9,-21.7997303,-46.58333206,1329.4,-13,940,1874,-5,-5,0,23,10,23,12,55,1,94,2,-1,0,25656,0,0,251,0,0
9002403552,9,-21.7997303,-46.58333206,1329.4,1,943,1901,-4,-6,-1,23,10,23,12,55,3,94,2,-1,0,25656,0,0,251,0,0
9002504552,9,-21.7997303,-46.58333206,1329.4,31,912,1903,-5,-11,1,23,10,23,12,55,4,94,2,-1,0,25656,0,0,251,0,0
9002606552,9,-21.7997303,-46.58333206,1329.4,9,915,1849,-4,-7,0,23,10,23,12,55,6,94,2,-1,0,25656,0,0,251,0,0
9002707552,9,-21.7997303,-46.58333206,1329.4,5,916,1878,-4,-7,-1,23,10,23,12,55,7,94,2,-1,0,25656,0,0,251,0,0
9002809552,9,-21.7997303,-46.58333206,1329.4,-5,911,1883,-5,-6,0,23,10,23,12,55,9,94,2,-1,0,25656,0,0,251,0,0
9002910552,9,-21.7997303,-46.58333206,1329.4,5,915,1868,-3,-7,1,23,10,23,12,55,10,94,2,-1,0,25656,0,0,251,0,0
9003012552,9,-21.7997303,-46.58333206,1329.4,25,919,1883,-4,-9,0,23,10,23,12,55,12,94,2,-1,0,25656,0,0,251,0,0
9003114552,9,-21.79972267,-46.58333206,1329.1,2,928,1874,-3,-8,0,23,10,23,12,55,14,94,2,-1,0,25656,0,0,251,0,0
9003215552,9,-21.79972267,-46.58333206,1328.3,1,923,1885,-4,-4,-1,23,10,23,12,55,15,94,2,-1,0,25656,0,0,251,0,0
9003317552,9,-21.79972267,-46.58333206,1328.3,-1,926,1891,-2,-8,0,23,10,23,12,55,17,94,2,-1,0,25656,0,0,251,0,0
9003418552,9,-21.79971886,-46.58333206,1328,-3,915,1891,-5,-8,-1,23,10,23,12,55,18,94,2,-1,0,25656,0,0,251,0,0
9003520552,9,-21.79972076,-46.58333206,1327,-1,926,1882,-5,-5,-2,23,10,23,12,55,20,94,2,-1,0,25656,0,0,251,0,0
9003622552,9,-21.79971886,-46.58333206,1327.4,2,917,1892,-3,-6,-1,23,10,23,12,55,22,94,2,-1,0,25656,0,0,251,0,0
9003723552,9,-21.79971886,-46.58333206,1327.3,13,918,1894,-3,-4,1,23,10,23,12,55,23,94,2,-1,0,25656,0,0,251,0,0
9003825552,9,-21.79971886,-46.58333206,1327.2,-22,918,1921,-5,-6,-1,23,10,23,12,55,25,94,2,-1,0,25656,0,0,251,0,0
9003926552,9,-21.79971886,-46.58333206,1327.1,-11,918,1879,-2,-4,-2,23,10,23,12,55,26,94,2,-1,0,25656,0,0,251,0,0
9004028552,9,-21.79971695,-46.58333206,1327.9,4,929,1899,-5,1,12,23,10,23,12,55,28,94,2,0,0,25656,28,0,251,0,0
9004129552,9,-21.79971695,-46.58333206,1327.6,-7,924,1903,-6,-6,-1,23,10,23,12,55,29,94,2,0,0,25656,28,0,251,0,0
9004231552,9,-21.79971695,-46.58333206,1327.2,4,910,1904,-2,-6,-1,23,10,23,12,55,31,94,2,1,0,25656,26,0,251,0,0
9004333552,9,-21.79971695,-46.58333206,1327,-3,937,1890,-4,-8,0,23,10,23,12,55,33,94,2,1,0,25656,24,0,251,0,0
9004434552,9,-21.79971695,-46.58333206,1327,26,908,1891,-6,-6,-1,23,10,23,12,55,34,94,2,0,0,25656,0,0,251,0,0
9004536552,9,-21.79971504,-46.58333206,1325.7,-12,933,1962,-6,-7,1,23,10,23,12,55,36,94,2,1,0,25656,0,0,251,0,0
9004637552,9,-21.79971886,-46.58333206,1325.7,9,1044,1748,0,-9,8,23,10,23,12,55,37,94,1,3,2,25656,0,20,251,0,0
9004739552,9,-21.79971504,-46.58333206,1326.3,30,892,1888,-8,-20,-21,23,10,23,12,55,39,94,1,2,3,25656,0,12,251,0,0
9004841552,9,-21.79970551,-46.58333206,1325.3,112,1081,1776,-9,-56,-102,23,10,23,12,55,41,94,1,0,6,25656,0,0,251,0,0
9004942552,9,-21.79969597,-46.58333206,1325.6,49,801,1915,-10,-131,-204,23,10,23,12,55,42,94,2,0,5,25656,0,0,251,0,0
9005044552,9,-21.7996769,-46.58333206,1326,45,835,1952,13,-62,-205,23,10,23,12,55,44,94,1,1,3,25656,0,0,251,0,0
9005145552,9,-21.79966927,-46.58333206,1326.6,67,939,1853,-8,-79,-166,23,10,23,12,55,45,94,1,4,4,25656,0,18,251,0,0
9005351552,9,-21.79959106,-46.58333206,1325.2,1,972,1827,15,27,-23,23,10,23,12,55,51,94,1,5,5,25656,0,22,251,0,0
9005453552,9,-21.79955864,-46.58333206,1324.7,-28,996,1784,18,18,-22,23,10,23,12,55,53,94,1,2,8,25656,0,12,251,0,0
9005554552,9,-21.79953957,-46.58333206,1324.2,-16,871,1873,22,-22,-58,23,10,23,12,55,54,94,2,1,8,25656,0,12,251,0,0
9005656552,9,-21.79950142,-46.58333206,1324.6,14,1044,1844,-12,-10,-33,23,10,23,12,55,56,94,2,0,8,25656,0,0,251,0,0
9005757552,9,-21.79948044,-46.58333206,1324.4,-102,1007,1796,-4,111,195,23,10,23,12,55,57,94,0,14,9,25656,0,26,251,0,0
9005859552,9,-21.79942894,-46.58333206,1321,-317,1097,1688,8,180,346,23,10,23,12,55,59,94,24,31,15,25656,0,32,251,0,0
9005900562,9,-21.79939842,-46.58333206,1319.9,-116,1345,1645,-21,96,210,23,10,23,12,56,0,94,14,110,26,25656,0,40,251,0,0
9006002562,9,-21.79933357,-46.58333206,1320,-130,554,2038,1,-14,1,23,10,23,12,56,2,94,2,-12,26,25656,8,0,250,0,0
9006104562,9,-21.79929161,-46.58333206,1321.4,-151,566,2109,3,-29,3,23,10,23,12,56,4,94,3,-9,13,25656,12,0,250,0,0
9006205562,9,-21.79926682,-46.58333206,1320.2,91,1121,1909,38,-12,-52,23,10,23,12,56,5,94,0,15,10,25656,0,28,250,0,0
9006307562,9,-21.79924202,-46.58333206,1320.7,70,1089,1636,50,-81,12,23,10,23,12,56,7,94,23,31,17,25656,0,30,250,0,0
9006408562,9,-21.79922867,-46.58333206,1318.1,-64,873,1898,-16,-17,-6,23,10,23,12,56,8,94,2,-6,16,25656.1,0,0,250,0,0
9006510562,9,-21.79924965,-46.58333206,1317.4,-94,813,2045,-35,26,31,23,10,23,12,56,10,94,2,-6,12,25656.1,0,8,250,0,0
9006612562,9,-21.79919815,-46.58333206,1317.6,-59,1002,1901,21,12,27,23,10,23,12,56,12,94,0,12,13,25656.1,0,24,250,0,0
9006713562,9,-21.79917526,-46.58333206,1316.9,84,1143,1813,8,10,22,23,10,23,12,56,13,94,23,31,19,25656.1,0,28,250,0,0
9006815562,9,-21.79909325,-46.58333206,1315.8,-61,822,1853,-11,30,-33,23,10,23,12,56,15,94,2,-7,19,25656.1,0,0,250,0,0
9006916562,9,-21.7990551,-46.58333206,1316,-108,674,2110,8,-48,2,23,10,23,12,56,16,94,2,-4,10,25656.1,2,0,250,0,0
9007018562,9,-21.79903412,-46.58333206,1315.7,-125,923,2153,-239,26,8,23,10,23,12,56,18,94,1,14,10,25656.1,0,30,250,0,0
9007120562,9,-21.79900169,-46.58333206,1315.8,220,1314,1861,-35,-9,-29,23,10,23,12,56,20,94,22,38,19,25656.1,0,30,250,0,0
9007221562,9,-21.79897499,-46.58333206,1315.6,-252,920,1819,14,-26,31,23,10,23,12,56,21,94,0,3,23,25656.1,0,0,250,0,0
9007323562,9,-21.79893494,-46.58333206,1315,-269,831,1952,10,25,48,23,10,23,12,56,23,94,2,-11,21,25656.1,0,0,250,0,0
9007424562,9,-21.79891014,-46.58333206,1314.5,-40,796,1872,-12,11,-29,23,10,23,12,56,24,94,2,-6,20,25656.1,0,0,250,0,0
9007526562,9,-21.7988739,-46.58333206,1313.5,-283,461,2013,-9,38,-38,23,10,23,12,56,26,94,2,-8,14,25656.1,6,0,250,0,0
9007627562,9,-21.79885483,-46.58333206,1312.3,-300,701,1904,10,-8,-10,23,10,23,12,56,27,94,2,-5,12,25656.1,0,0,250,0,0
9007729562,9,-21.79882431,-46.58333206,1312.6,-304,597,1470,171,-59,51,23,10,23,12,56,29,94,2,-7,14,25656.1,0,0,250,0,0
9007831562,9,-21.79879951,-46.58333206,1315.1,-252,969,1830,48,9,15,23,10,23,12,56,31,94,0,7,20,25656.2,0,12,250,0,0
9007932562,9,-21.79877663,-46.58333206,1314.6,-252,1080,1935,-26,44,-30,23,10,23,12,56,32,94,2,-1,27,25656.2,0,0,250,0,0
9008034562,9,-21.79871368,-46.58333206,1314.6,87,959,2022,-15,-52,0,23,10,23,12,56,34,94,3,-13,30,25656.2,4,0,250,0,0
9008135562,9,-21.79870415,-46.58333206,1312,-301,502,1901,26,-42,0,23,10,23,12,56,35,94,3,-13,26,25656.2,10,0,250,0,0
9008239562,9,-21.79859543,-46.58333206,1309.2,28,351,1823,8,-120,-241,23,10,23,12,56,39,94,3,-9,17,25656.2,0,0,250,0,0
9008341562,9,-21.79850769,-46.58333206,1308.3,203,744,1707,-12,-144,-346,23,10,23,12,56,41,94,1,2,21,25656.2,0,10,250,0,0
9008443562,9,-21.79842186,-46.58333206,1307.8,278,1034,1894,-16,-65,-147,23,10,23,12,56,43,94,1,0,26,25656.2,0,0,250,0,0
9008544562,9,-21.79837608,-46.58333206,1307.1,207,751,2129,-8,-46,-78,23,10,23,12,56,44,94,2,1,28,25656.3,0,18,250,0,0
9008646562,9,-21.79828453,-46.58333206,1305,113,863,1737,22,14,-90,23,10,23,12,56,46,94,2,-1,33,25656.3,0,0,250,0,0
9008747562,9,-21.79823875,-46.58333206,1304.7,345,567,1973,-19,-12,-68,23,10,23,12,56,47,94,3,-14,36,25656.3,0,0,250,0,0
9008849562,9,-21.7981739,-46.58333206,1301.6,103,999,1863,46,-70,-134,23,10,23,12,56,49,94,1,6,39,25656.3,0,24,250,0,0
9008951562,9,-21.79811668,-46.58333206,1300,-73,1274,1834,53,-16,-11,23,10,23,12,56,51,94,9,144,53,25656.3,0,24,250,0,0
9009052562,9,-21.79809952,-46.58333206,1299.7,-23,679,1943,22,-48,10,23,10,23,12,56,52,94,3,-12,55,25656.3,6,0,250,0,0
9009154562,9,-21.79805183,-46.58333206,1298.9,-238,784,1655,-32,-42,16,23,10,23,12,56,54,94,3,-12,54,25656.4,0,0,250,0,0
9009255562,9,-21.79802513,-46.58333206,1297.9,-352,1082,2020,-4,7,88,23,10,23,12,56,55,94,1,-1,56,25656.4,0,0,250,0,0
9009357562,9,-21.7979393,-46.58333206,1296.8,-103,1147,1826,13,11,69,23,10,23,12,56,57,94,1,-4,60,25656.4,0,0,250,0,0
9009458562,9,-21.79788589,-46.58333206,1295.8,-115,789,1891,-62,53,-43,23,10,23,12,56,58,94,3,-12,63,25656.4,0,0,250,0,0
9009500572,9,-21.79773903,-46.58333206,1294,314,579,1618,-6,-96,-6,23,10,23,12,57,0,94,3,-12,67,25656.5,0,0,250,0,0
9009602572,9,-21.79761314,-46.58333206,1290.8,-265,643,1227,46,-95,-14,23,10,23,12,57,2,94,3,-12,70,25656.5,10,0,250,0,0
9009703572,9,-21.7975502,-46.58333206,1289.7,-146,808,2193,42,-21,-5,23,10,23,12,57,3,94,3,-12,71,25656.5,4,0,250,0,0
9009805572,9,-21.79738998,-46.58333206,1288.6,-331,651,2003,-33,-58,46,23,10,23,12,57,5,94,3,-11,65,25656.6,10,0,250,0,0
9009906572,9,-21.79733467,-46.58333206,1289.3,-185,459,1506,-119,5,1,23,10,23,12,57,6,94,3,-10,61,25656.6,12,0,250,0,0
9010008572,9,-21.79724693,-46.58333206,1287.2,-236,477,2047,17,7,-11,23,10,23,12,57,8,94,3,-11,55,25656.6,12,0,250,0,0
9010110572,9,-21.79716492,-46.58333206,1284.8,-652,528,2144,-35,-56,131,23,10,23,12,57,10,94,3,-12,47,25656.6,8,0,250,0,0
9010211572,9,-21.79712105,-46.58333206,1287,-365,760,1989,-75,98,120,23,10,23,12,57,11,94,3,-13,47,25656.7,6,0,250,0,0
9010313572,9,-21.79693031,-46.58333206,1282.5,-555,701,1996,106,5,92,23,10,23,12,57,13,94,3,-12,40,25656.7,0,0,250,0,0
9010414572,9,-21.79685974,-46.58333206,1279.4,46,742,2014,5,-51,9,23,10,23,12,57,14,94,3,-12,40,25656.7,0,0,250,0,0
9010516572,9,-21.7967186,-46.58333206,1274.8,62,781,1101,-133,-17,45,23,10,23,12,57,16,94,0,9,36,25656.7,0,0,250,0,0
9010618572,9,-21.79655647,-46.58333206,1273.2,-799,933,1794,-26,265,335,23,10,23,12,57,18,94,3,-12,35,25656.7,2,0,250,0,0
9010719572,9,-21.79646301,-46.58333206,1271.6,22,608,2137,34,-46,-102,23,10,23,12,57,19,94,3,-12,32,25656.8,6,0,250,0,0
9010821572,9,-21.79632759,-46.58333206,1266.5,35,901,2137,40,-118,-86,23,10,23,12,57,21,94,1,3,34,25656.8,0,6,250,0,0
9010922572,9,-21.79624176,-46.58333206,1265.9,410,838,1959,-8,-163,-178,23,10,23,12,57,22,94,2,0,37,25656.8,0,0,250,0,0
9011024572,9,-21.79606819,-46.58333206,1265.7,292,883,1793,39,-16,-117,23,10,23,12,57,24,94,2,-2,39,25656.8,0,0,250,0,0
9011125572,9,-21.79597473,-46.58333206,1264.9,32,689,1488,-33,-10,16,23,10,23,12,57,25,94,2,-3,42,25656.8,0,0,250,0,0
9011227572,9,-21.79577637,-46.58333206,1263.2,117,621,1748,-28,166,-39,23,10,23,12,57,27,94,3,-13,43,25656.8,0,0,250,0,0
9011329572,9,-21.79557419,-46.58333206,1262,-171,962,1748,-80,54,-12,23,10,23,12,57,29,94,3,-12,43,25656.9,4,0,250,0,0
9011430572,9,-21.79547691,-46.58333206,1261.3,-413,1045,1154,-136,70,2,23,10,23,12,57,30,94,3,-13,41,25656.9,6,0,250,0,0
9011532572,9,-21.7952919,-46.58333206,1259.3,-226,957,1058,-18,-66,-18,23,10,23,12,57,32,94,3,-13,42,25656.9,0,0,250,0,0
9011633572,9,-21.79519081,-46.58333206,1259,-235,552,1487,70,-21,2,23,10,23,12,57,33,94,3,-13,43,25656.9,0,0,250,0,0
9011735572,9,-21.79500198,-46.58333206,1259.5,218,399,2259,-100,-66,74,23,10,23,12,57,35,94,4,-12,44,25656.9,4,0,250,0,0
9011837572,9,-21.7947979,-46.58333206,1255.9,131,977,1558,60,-235,14,23,10,23,12,57,37,94,4,-13,46,25657,0,0,251,0,0
9011938572,9,-21.79468536,-46.58333206,1254.5,-245,387,1356,-45,124,-14,23,10,23,12,57,38,94,4,-13,48,25657,0,0,251,0,0
